; File generated by rgblink
00:0061 DisableLCD
20:5a82 _SSAnne8Text7
20:5aa4 _SSAnne8Text9
20:5ac7 _SSAnne8Text11
20:5b07 _SSAnne9Text_61bf2
20:5b63 _SSAnne9Text_61c01
20:5ba1 _SSAnne9Text_61c10
20:5bc2 _SSAnne9Text_61c1f
20:5c16 _SSAnne9Text_61c2e
20:5c49 _SSAnne9Text_61c3d
20:5c73 _SSAnne9Text_61c4c
20:5c94 _SSAnne9BattleText1
20:5cc4 _SSAnne9EndBattleText1
20:5ce9 _SSAnne9AfterBattleText1
20:5d0a _SSAnne9BattleText2
20:5d27 _SSAnne9EndBattleText2
20:5d34 _SSAnne9AfterBattleText2
20:5d6a _SSAnne9BattleText3
20:5d97 _SSAnne9EndBattleText3
20:5dab _SSAnne9AfterBattleText3
20:5dcb _SSAnne9BattleText4
20:5dea _SSAnne9EndBattleText4
20:5df9 _SSAnne9AfterBattleText4
20:5e18 _SSAnne10Text8
20:5e31 _SSAnne10BattleText1
20:5e65 _SSAnne10EndBattleText1
20:5e7f _SSAnne10AfterBattleText1
20:5ea1 _SSAnne10BattleText2
20:5ec0 _SSAnne10EndBattleText2
20:5ed6 _SSAnne10AfterBattleText2
20:5f07 _SSAnne10BattleText3
20:5f22 _SSAnne10EndBattleText3
20:5f37 _SSAnne10AfterBattleText3
20:5f61 _SSAnne10BattleText4
20:5f80 _SSAnne10EndBattleText4
20:5f90 _SSAnne10AfterBattleText4
20:5fc0 _SSAnne10BattleText5
20:5fed _SSAnne10EndBattleText5
20:6005 _SSAnne10AfterBattleText5
20:6031 _SSAnne10BattleText6
20:606f _SSAnne10EndBattleText6
20:608f _SSAnne10AfterBattleText6
20:60ba _SSAnne10Text7
20:6109 _VictoryRoad3BattleText2
20:612d _VictoryRoad3EndBattleText2
20:6144 _VictoryRoad3AfterBattleText2
20:6167 _VictoryRoad3BattleText3
20:618c _VictoryRoad3EndBattleText3
20:6199 _VictoryRoad3AfterBattleText3
20:61bd _VictoryRoad3BattleText4
20:61dd _VictoryRoad3EndBattleText4
20:61f1 _VictoryRoad3AfterBattleText4
20:622f _VictoryRoad3BattleText5
20:625a _VictoryRoad3EndBattleText5
20:626a _VictoryRoad3AfterBattleText5
20:6298 _RocketHideout1EndBattleText6
20:62a2 _RocketHideout1BattleText2
20:62c6 _RocketHideout1EndBattleText2
20:62d4 _RocketHideout1AfterBattleTxt2
20:62f2 _RocketHideout1BattleText3
20:6311 _RocketHideout1EndBattleText3
20:6319 _RocketHideout1AfterBattleTxt3
20:6347 _RocketHideout1BattleText4
20:6358 _RocketHideout1EndBattleText4
20:6367 _RocketHideout1AfterBattleTxt4
20:638e _RocketHideout1BattleText5
20:63a6 _RocketHideout1EndBattleText5
20:63b5 _RocketHideout1AfterBattleTxt5
20:63e6 _RocketHideout1BattleText6
20:6405 _RocketHideout1AfterBattleTxt6
20:6429 _RocketHideout2BattleText2
20:645d _RocketHideout2EndBattleText2
20:646b _RocketHideout2AfterBattleTxt2
20:64ae _RocketHideout3BattleText2
20:64d6 _RocketHideout3EndBattleText2
20:64e8 _RocketHideout3AfterBattleTxt2
20:6526 _RocketHideout3BattleTxt
20:6557 _RocketHideout3EndBattleText3
20:656a _RocketHide3AfterBattleText3
20:65ac _RocketHideout4Text_4557a
20:65da _RocketHideout4Text_4557f
20:65f1 _RocketHideout4Text_45584
20:6694 _RocketHideout4BattleText2
20:66c2 _RocketHideout4EndBattleText2
20:66d1 _RocketHide4AfterBattleText2
20:66fd _RocketHideout4BattleText3
20:672a _RocketHideout4EndBattleText3
20:6732 _RocketHide4AfterBattleText3
20:6750 _RocketHideout4BattleText4
20:6781 _RocketHideout4EndBattleText4
20:6786 _RocketHideout4Text_455ec
20:67a6 _RocketElevatorText_4578b
20:67c2 _SilphCo2Text_59ded
20:6828 _ReceivedTM36Text
20:6837 _TM36ExplanationText
20:688a _TM36NoRoomText
20:68ac _SilphCo2BattleText1
20:68c8 _SilphCo2EndBattleText1
20:68ea _SilphCo2AfterBattleText1
20:6912 _SilphCo2BattleText2
20:6931 _SilphCo2EndBattleText2
20:693e _SilphCo2AfterBattleText2
20:695f _SilphCo2BattleText3
20:697d _SilphCo2EndBattleText3
20:6985 _SilphCo2AfterBattleText3
20:69cd _SilphCo2BattleText4
20:69f0 _SilphCo2EndBattleText4
20:69fb _SilphCo2AfterBattleText4
20:6a27 _SilphCo3Text_59ff9
20:6a4c _SilphCo3Text_59ffe
20:6a6c _SilphCo3BattleText1
20:6a88 _SilphCo3EndBattleText1
20:6a94 _SilphCo3AfterBattleText1
20:6ac1 _SilphCo3BattleText2
20:6af3 _SilphCo3EndBattleText2
20:6b07 _SilphCo3AfterBattleText2
20:6b52 _SilphCo4Text_19de0
20:6b71 _SilphCo4Text_19de5
20:6b8c _SilphCo4BattleText2
20:6bb9 _SilphCo4EndBattleText2
20:6bc1 _SilphCo4AfterBattleText2
20:6bf0 _SilphCo4BattleText3
20:6c10 _SilphCo4EndBattleText3
20:6c26 _SilphCo4AfterBattleText3
20:6c63 _SilphCo4BattleText4
20:6c76 _SilphCo4EndBattleText4
20:6c84 _SilphCo4AfterBattleText4
20:6ca4 _SilphCo5Text_1a010
20:6ce6 _SilphCo5Text_1a015
20:6d18 _SilphCo5BattleText2
20:6d3d _SilphCo5EndBattleText2
20:6d44 _SilphCo5AfterBattleText2
20:6d75 _SilphCo5BattleText3
20:6da0 _SilphCo5EndBattleText3
20:6db1 _SilphCo5AfterBattleText3
20:6def _SilphCo5BattleText4
21:4000 _SilphCo5EndBattleText4
21:400e _SilphCo5AfterBattleText4
21:403c _SilphCo5BattleText5
21:4060 _SilphCo5EndBattleText5
21:4073 _SilphCo5AfterBattleText5
21:40a4 _SilphCo5Text9
21:40f2 _SilphCo5Text10
21:4134 _SilphCo5Text11
21:4171 _SilphCo6Text_1a24a
21:419f _SilphCo6Text_1a24f
21:41bf _SilphCo6Text_1a261
21:41e2 _SilphCo6Text_1a266
21:41fa _SilphCo6Text_1a278
21:421b _SilphCo6Text_1a27d
21:424a _SilphCo6Text_1a28f
21:4281 _SilphCo6Text_1a294
21:42a2 _SilphCo6Text_1a2a6
21:42d8 _SilphCo6Text_1a2ab
21:4301 _SilphCo6BattleText2
21:4325 _SilphCo6EndBattleText2
21:4331 _SilphCo6AfterBattleText2
21:4359 _SilphCo6BattleText3
21:43a2 _SilphCo6EndBattleText3
21:43aa _SilphCo6AfterBattleText3
21:43d9 _SilphCo6BattleText4
21:43f7 _SilphCo6EndBattleText4
21:4405 _SilphCo6AfterBattleText4
21:4431 _MeetLaprasGuyText
21:449f _HeresYourLaprasText
21:455b _LaprasGuyText
21:459a _LaprasGuySavedText
21:45b5 _SilphCo7Text_51e00
21:45f7 _CanceledMasterBallText
21:4634 _SilphCo7Text_51e23
21:4671 _SilphCo7Text_51e28
21:46a3 _SilphCo7Text_51e46
21:46e3 _SilphCo7Text_51e4b
21:4700 _SilphCo7BattleText1
21:471e _SilphCo7EndBattleText1
21:472b _SilphCo7AfterBattleText1
21:475c _SilphCo7BattleText2
21:4787 _SilphCo7EndBattleText2
21:4791 _SilphCo7AfterBattleText2
21:47bf _SilphCo7BattleText3
21:47e3 _SilphCo7EndBattleText3
21:47fc _SilphCo7AfterBattleText3
21:482e _SilphCo7BattleText4
21:4853 _SilphCo7EndBattleText4
21:4862 _SilphCo7AfterBattleText4
21:488e _SilphCo7Text_51ebe
21:48a3 _SilphCo7Text_51ec3
21:494b _SilphCo7Text_51ec8
21:4976 _SilphCo7Text_51ecd
21:49bf _SilphCo7Text_51ed2
21:4ac6 _SilphCo8Text_565be
21:4ae8 _SilphCo8Text_565c3
21:4aff _SilphCo8BattleText1
21:4b1a _SilphCo8EndBattleText1
21:4b2c _SilphCo8AfterBattleText1
21:4b59 _SilphCo8BattleText2
21:4b75 _SilphCo8EndBattleText2
21:4b83 _SilphCo8AfterBattleText2
21:4bb3 _SilphCo8BattleText3
21:4bd7 _SilphCo8EndBattleText3
21:4beb _SilphCo8AfterBattleText3
21:4c0d _SilphCo9Text_5d8e5
21:4c3b _SilphCo9Text_5d8ea
21:4c4a _SilphCo9Text_5d8ef
21:4c5e _SilphCo9BattleText1
21:4c81 _SilphCo9EndBattleText1
21:4c8a _SilphCo9AfterBattleText1
21:4cb8 _SilphCo9BattleText2
21:4ce6 _SilphCo9EndBattleText2
21:4cf8 _SilphCo9AfterBattleText2
21:4d35 _SilphCo9BattleText3
21:4d59 _SilphCo9EndBattleText3
21:4d72 _SilphCo9AfterBattleText3
21:4d8f _SilphCo10Text_5a1d3
21:4da3 _SilphCo10Text_5a1d8
21:4dc7 _SilphCo10BattleText1
21:4df7 _SilphCo10EndBattleText1
21:4e04 _SilphCo10AfterBattleText1
21:4e37 _SilphCo10BattleText2
21:4e54 _SilphCo10EndBattleText2
21:4e68 _SilphCo10AfterBattleText2
21:4e9d _SilphCoPresidentText
21:4f65 _ReceivedSilphCoMasterBallText
21:4f76 _SilphCo10Text_6231c
21:5015 _SilphCoMasterBallNoRoomText
21:5031 _SilphCo11Text2
21:5077 _SilphCo11Text3
21:511b _SilphCo10Text_62330
21:5133 _SilphCo10Text_62335
21:51d8 _SilphCo11BattleText1
21:51fa _SilphCo11EndBattleText1
21:520b _SilphCo11AfterBattleText1
21:5229 _SilphCo11BattleText2
21:5259 _SilphCo11EndBattleText2
21:526c _SilphCo11AfterBattleText2
21:529c _SilphCo10Text_6237b
21:52b9 _ChiefText_challenge
21:52e1 _ChiefText_prebattle
21:53b7 _ChiefTextVictorySpeech
21:544d _Mansion2BattleText1
21:5480 _Mansion2EndBattleText1
21:5498 _Mansion2AfterBattleText1
21:54cc _Mansion2Text3
21:551f _Mansion2Text4
21:555c _Mansion2Text_520c2
21:5578 _Mansion2Text_520c7
21:5586 _Mansion2Text_520cc
21:5596 _Mansion3BattleText1
21:55b1 _Mansion3EndBattleText1
21:55b8 _Mansion3AfterBattleText1
21:55d9 _Mansion3BattleText2
21:55f5 _Mansion3EndBattleText2
21:560a _Mansion3AfterBattleText2
21:5638 _Mansion3Text5
21:5696 _Mansion4BattleText1
21:56ae _Mansion4EndBattleText1
21:56b6 _Mansion4AfterBattleText1
21:56d8 _Mansion4BattleText2
21:56f8 _Mansion4EndBattleText2
21:570c _Mansion4AfterBattleText2
21:573a _Mansion4Text7
21:5790 _SafariZoneEastText5
21:579c _SafariZoneEastText6
21:57db _SafariZoneEastText7
21:57f5 _SafariZoneNorthText3
21:5801 _SafariZoneNorthText4
21:5830 _SafariZoneNorthText5
21:5838 _SafariZoneNorthText6
21:588e _SafariZoneNorthText7
21:58c8 _SafariZoneWestText5
21:58d4 _SafariZoneWestText6
21:5952 _SafariZoneWestText7
21:599c _SafariZoneWestText8
21:59b6 _SafariZoneCenterText2
21:59c2 _SafariZoneCenterText3
21:5a00 _SafariZoneRestHouse1Text1
21:5a2a _SafariZoneRestHouse1Text2
21:5a53 _SecretHouseText_4a350
21:5b26 _ReceivedHM03Text
21:5b3a _HM03ExplanationText
21:5be5 _HM03NoRoomText
21:5c12 _SafariZoneRestHouse2Text1
21:5c5d _SafariZoneRestHouse2Text2
21:5c89 _SafariZoneRestHouse2Text3
21:5cbc _SafariZoneRestHouse3Text1
21:5cee _SafariZoneRestHouse3Text2
21:5d23 _SafariZoneRestHouse3Text3
21:5d45 _SafariZoneRestHouse4Text1
21:5db8 _SafariZoneRestHouse4Text2
21:5dfa _SafariZoneRestHouse4Text3
21:5e55 _MewtwoBattleText
21:5e5c _MewAvailableText
21:5e88 _MewUnavailableText
21:5eb7 _VictoryRoad1BattleText1
21:5ee0 _VictoryRoad1EndBattleText1
21:5eed _VictoryRoad1AfterBattleText1
21:5f11 _VictoryRoad1BattleText2
21:5f45 _VictoryRoad1EndBattleText2
21:5f58 _VictoryRoad1AfterBattleText2
21:5f7a _LanceBeforeBattleText
21:60a2 _LanceEndBattleText
21:60dc _LanceAfterBattleText
21:61f3 _HallofFameRoomText1
21:631f _GaryChampionIntroText
21:6479 _GaryDefeatedText
21:64f2 _GaryVictoryText
21:656d _GaryText_76103
21:65ff _GaryText2
21:6608 _GaryText_76120
21:66a1 _GaryText_76125
21:67a5 _GaryText_7612a
21:682d _LoreleiBeforeBattleText
21:6902 _LoreleiEndBattleText
21:6911 _LoreleiAfterBattleText
21:6967 _LoreleiDontRunAwayText
21:6987 _BrunoBeforeBattleText
21:6a43 _BrunoEndBattleText
21:6a5b _BrunoAfterBattleText
21:6a89 _BrunoDontRunAwayText
21:6aa9 _AgathaBeforeBattleText
21:6bae _AgathaEndBattleText
21:6bd6 _AgathaAfterBattleText
21:6c3b _AgathaDontRunAwayText
21:6c5b _RockTunnel2BattleText2
21:6c81 _RockTunnel2EndBattleText2
21:6c97 _RockTunnel2AfterBattleText2
21:6cac _RockTunnel2BattleText3
21:6ccc _RockTunnel2EndBattleText3
21:6ce0 _RockTunnel2AfterBattleText3
21:6d09 _RockTunnel2BattleText4
21:6d2b _RockTunnel2EndBattleText4
21:6d42 _RockTunnel2AfterBattleText4
21:6d6d _RockTunnel2BattleText5
21:6d91 _RockTunnel2EndBattleText5
21:6da4 _RockTunnel2AfterBattleText5
21:6dcf _RockTunnel2BattleText6
21:6dfa _RockTunnel2EndBattleText6
21:6e1e _RockTunnel2AfterBattleText6
21:6e4e _RockTunnel2BattleText7
21:6e7d _RockTunnel2EndBattleText7
21:6e8a _RockTunnel2AfterBattleText7
21:6eb5 _RockTunnel2BattleText8
21:6ed2 _RockTunnel2EndBattleText8
22:4000 _RockTunnel2AfterBattleText8
22:4027 _RockTunnel2BattleText9
22:4042 _RockTunnel2EndBattleText9
22:4057 _RockTunnel2AfterBattleText9
22:4075 _ArticunoBattleText
22:407e _SeafoamIslands5Text4
22:40a8 _SeafoamIslands5Text5
22:40be _MoveDeleterGreetingText
22:4115 _MoveDeleterSaidYesText
22:4137 _MoveDeleterWhichMoveText
22:415b _MoveDeleterConfirmText
22:4172 _MoveDeleterForgotText
22:4188 _MoveDeleterByeText
22:419e _MoveDeleterOneMoveText
22:41c5 _MoveRelearnerGreetingText
22:423b _MoveRelearnerSaidYesText
22:4257 _MoveRelearnerNotEnoughMoneyText
22:427c _MoveRelearnerWhichMoveText
22:4299 _MoveRelearnerByeText
22:42d6 _MoveRelearnerNoMovesText
22:42fc _AIBattleWithdrawText
22:4313 _AIBattleUseItemText
22:432d _TradeWentToText
22:4341 _TradeForText
22:4350 _TradeSendsText
22:4362 _TradeWavesFarewellText
22:4379 _TradeTransferredText
22:438e _TradeTakeCareText
22:43a8 _TradeWillTradeText
22:43be _TradeforText
22:43cd _PlaySlotMachineText
22:43ec _OutOfCoinsSlotMachineText
22:4405 _BetHowManySlotMachineText
22:441a _StartSlotMachineText
22:4422 _NotEnoughCoinsSlotMachineText
22:4435 _OneMoreGoSlotMachineText
22:4444 _LinedUpText
22:4464 _NotThisTimeText
22:4474 _YeahText
22:447c _DexSeenOwnedText
22:44a5 _DexRatingText
22:44b3 _GymStatueText1
22:44e3 _GymStatueText2
22:4515 _ViridianCityPokecenterGuyText
22:454a _PewterCityPokecenterGuyText
22:4591 _CeruleanPokecenterGuyText
22:45c4 _LavenderPokecenterGuyText
22:4600 _MtMoonPokecenterBenchGuyText
22:463a _RockTunnelPokecenterGuyText
22:4664 _UnusedBenchGuyText1
22:4680 _UnusedBenchGuyText2
22:469e _UnusedBenchGuyText3
22:46cc _VermilionPokecenterGuyText
22:476f _CeladonCityPokecenterGuyText
22:479d _FuchsiaCityPokecenterGuyText
22:47ed _CinnabarPokecenterGuyText
22:485f _SaffronCityPokecenterGuyText1
22:48a2 _SaffronCityPokecenterGuyText2
22:48e2 _CeladonCityHotelText
22:4907 _BookcaseText
22:4924 _NewBicycleText
22:493a _PushStartText
22:4958 _SaveOptionText
22:4980 _StrengthsAndWeaknessesText
22:49bc _TimesUpText
22:49d6 _GameOverText
22:49f5 _CinnabarGymQuizIntroText
22:4aab _CinnabarQuizQuestionsText1
22:4acd _CinnabarQuizQuestionsText2
22:4af8 _CinnabarQuizQuestionsText3
22:4b12 _CinnabarQuizQuestionsText4
22:4b50 _CinnabarQuizQuestionsText5
22:4b87 _CinnabarQuizQuestionsText6
22:4ba2 _CinnabarGymQuizCorrectText
22:4bcd _CinnabarGymQuizIncorrectText
22:4bdf _MagazinesText
22:4c0d _BillsHouseMonitorText
22:4c39 _BillsHouseInitiatedText
22:4c63 _BillsHousePokemonListText1
22:4c7e _BillsHousePokemonListText2
22:4c9e _OakLabEmailText
22:4d99 _GameCornerCoinCaseText
22:4db3 _GameCornerNoCoinsText
22:4dcd _GameCornerOutOfOrderText
22:4deb _GameCornerOutToLunchText
22:4e0b _GameCornerSomeonesKeysText
22:4e2b _JustAMomentText
22:4e3b TMNotebookText
22:4ead _TurnPageText
22:4ebd _ViridianSchoolNotebookText5
22:4ee1 _ViridianSchoolNotebookText1
22:4f84 _ViridianSchoolNotebookText2
22:4ff7 _ViridianSchoolNotebookText3
22:5066 _ViridianSchoolNotebookText4
22:50fb _EnemiesOnEverySideText
22:5113 _WhatGoesAroundComesAroundText
22:5133 _FightingDojoText
22:5142 _IndigoPlateauHQText
22:5161 _RedBedroomSNESText
22:5192 _Route15UpstairsBinocularsText
22:51e1 _AerodactylFossilText
22:520f _KabutopsFossilText
22:523b _LinkCableHelpText1
22:5261 _LinkCableHelpText2
22:5285 _LinkCableInfoText1
22:52f7 _LinkCableInfoText2
22:5322 _LinkCableInfoText3
22:534a _ViridianSchoolBlackboardText1
22:5388 _ViridianSchoolBlackboardText2
22:53ac _ViridianBlackboardSleepText
22:5418 _ViridianBlackboardPoisonText
22:5485 _ViridianBlackboardPrlzText
22:550a _ViridianBlackboardBurnText
22:5583 _ViridianBlackboardFrozenText
22:55fb _VermilionGymTrashText
22:561a _VermilionGymTrashSuccessText1
22:566c _VermilionGymTrashSuccessText2
22:56a5 _VermilionGymTrashSuccessText3
22:56e0 _VermilionGymTrashFailText
22:5724 _FoundHiddenItemText
22:5735 _HiddenItemBagFullText
22:575f _FoundHiddenCoinsText
22:5777 _FoundHiddenCoins2Text
22:578f _DroppedHiddenCoinsText
22:57ab _IndigoPlateauStatuesText1
22:57bb _IndigoPlateauStatuesText2
22:57ea _IndigoPlateauStatuesText3
22:5815 _PokemonBooksText
22:5832 _DiglettSculptureText
22:5851 _ElevatorText
22:5867 _TownMapText
22:5875 _PokemonStuffText
22:588f _OutOfSafariBallsText
22:58bc _WildRanText
22:58cd _EnemyRanText
22:58df _HurtByPoisonText
22:58f3 _HurtByBurnText
22:5909 _HurtByLeechSeedText
22:591d _EnemyMonFaintedText
22:5933 _MoneyForWinningText
22:594f _TrainerDefeatedText
22:5962 _PlayerMonFaintedText
22:5970 _UseNextMonText
22:5980 _PlayerBlackedOutText2
22:59aa _LinkBattleLostText
22:59bc _TrainerAboutToUseText
22:59ec _TrainerSentOutText
22:5a01 _NoWillText
22:5a1b _CantEscapeText
22:5a29 _NoRunningText
22:5a57 _GotAwayText
22:5a69 _ItemsCantBeUsedHereText
22:5a83 _AlreadyOutText
22:5a98 _MoveNoPPText
22:5ab3 _MoveDisabledText
22:5aca _NoMovesLeftText
22:5ae2 _MultiHitText
22:5aff _ScaredText
22:5b1b _GetOutText
22:5b39 _FastAsleepText
22:5b4c _WokeUpText
22:5b58 _IsFrozenText
22:5b6c _FullyParalyzedText
22:5b81 _FlinchedText
22:5b8e _MustRechargeText
22:5ba0 _DisabledNoMoreText
22:5bb6 _IsConfusedText
22:5bc6 _HurtItselfText
22:5be8 _ConfusedNoMoreText
22:5bfe _SavingEnergyText
22:5c13 _UnleashedEnergyText
22:5c28 _ThrashingAboutText
22:5c3d _AttackContinuesText
22:5c53 _CantMoveText
22:5c61 _MoveIsDisabledText
22:5c78 _MonName1Text
22:5c7c _Used1Text
22:5c85 _Used2Text
22:5c8e _InsteadText
22:5c9a _CF4BText
22:5c9f _ExclamationPoint1Text
22:5ca2 _ExclamationPoint2Text
22:5ca5 _ExclamationPoint3Text
22:5ca8 _ExclamationPoint4Text
22:5cab _ExclamationPoint5Text
22:5cae _AttackMissedText
22:5cc1 _KeptGoingAndCrashedText
22:5cdc _DoesntAffectMonText
22:5cf1 _CriticalHitText
22:5d00 _OHKOText
22:5d0d _LoafingAroundText
22:5d25 _BeganToNapText
22:5d38 _WontObeyText
22:5d48 _TurnedAwayText
22:5d5a _IgnoredOrdersText
22:5d6f _SubstituteTookDamageText
22:5d92 _SubstituteBrokeText
22:5da8 _BuildingRageText
22:5dbe _MirrorMoveFailedText
22:5dd7 _HitXTimesText
22:5dea _GainedText
22:5df8 _WithExpAllText
22:5e1d _BoostedText
22:5e2a _ExpPointsText
22:5e3d _GrewLevelText
22:5e59 _WildMonAppearedText
22:5e6f _HookedMonAttackedText
22:5e8b _EnemyAppearedText
22:5e9a _TrainerWantsToFightText
22:5eaf _UnveiledGhostText
22:5eda _GhostCantBeIDdText
22:5ef8 _GoText
22:5eff _DoItText
22:5f09 _GetmText
22:5f12 _EnemysWeakText
22:5f2c _PlayerMon1Text
22:5f32 _PlayerMon2Text
22:5f39 _EnoughText
22:5f43 _OKExclamationText
22:5f49 _GoodText
22:5f51 _ComeBackText
22:5f5e _SuperEffectiveText
22:5f74 _NotVeryEffectiveText
22:5f8f _SafariZoneEatingText
22:5fa6 _SafariZoneAngryText
22:5fbc _PickUpPayDayMoneyText
22:5fd2 _ClearSaveDataText
22:5fe9 _WhichFloorText
22:6004 _PartyMenuNormalText
22:6014 _PartyMenuItemUseText
22:602d _PartyMenuBattleText
22:6044 _PartyMenuUseTMText
22:6060 _PartyMenuSwapMonText
22:6072 _PotionText
22:608c _AntidoteText
22:60a6 _ParlyzHealText
22:60be _BurnHealText
22:60d5 _IceHealText
22:60e9 _AwakeningText
22:60f7 _FullHealText
22:610e _ReviveText
22:6123 _RareCandyText
22:613f _TurnedOnPC1Text
22:6154 _AccessedBillsPCText
22:6186 _AccessedSomeonesPCText
22:61bb _AccessedMyPCText
22:61ea _TurnedOnPC2Text
22:61ff _WhatDoYouWantText
22:6218 _WhatToDepositText
22:6236 _DepositHowManyText
22:6241 _ItemWasStoredText
22:6259 _NothingToDepositText
22:6277 _NoRoomToStoreText
22:6295 _WhatToWithdrawText
22:62b4 _WithdrawHowManyText
22:62bf _WithdrewItemText
22:62d0 _NothingStoredText
22:62ea _CantCarryMoreText
22:630a _WhatToTossText
22:632a _TossHowManyText
22:6335 _AccessedHoFPCText
22:6372 _SwitchOnText
22:637e _WhatText
22:6385 _DepositWhichMonText
22:639a _MonWasStoredText
22:63b8 _CantDepositLastMonText
22:63d9 _BoxFullText
22:63fa _MonIsTakenOutText
22:6418 _NoMonText
22:6437 _CantTakeMonText
22:6469 _ReleaseWhichMonText
22:647e _OnceReleasedText
22:64a9 _MonWasReleasedText
22:64c9 _CF4BExclamationText
22:64cf _RequireCoinCaseText
22:64ea _ExchangeCoinsForPrizesText
22:650e _WhichPrizeText
22:6528 _HereYouGoText
22:6537 _SoYouWantPrizeText
22:654c _SorryNeedMoreCoinsText
22:656a _OopsYouDontHaveEnoughRoomText
22:658d _OhFineThenText
22:659e _GetDexRatedText
22:65bc _ClosedOaksPCText
22:65db _AccessedOaksPCText
22:6611 _WhereWouldYouLikeText
22:662e _PleaseWaitText
22:664e _LinkCanceledText
22:6666 _OakSpeechText1
22:66c0 _OakSpeechText2A
22:66f4 _OakSpeechText2B
22:675a _IntroducePlayerText
22:6775 _IntroduceRivalText
22:67d8 _OakSpeechText3
22:6846 _AskIfGirlText
22:6860 _DoYouWantToNicknameText
22:688a _YourNameIsText
22:68a5 _HisNameIsText
22:68d2 _WillBeTradedText
22:68f1 _Char00Text
22:68fe _Char55Text
22:6902 _DiglettsCaveRoute2Text1
22:6958 _ViridianForestExitText1
22:69b8 _ViridianForestExitText2
22:6a13 _Route2HouseText1
22:6a57 _Route2HouseText3
22:6adb _Route2GateText_5d616
22:6b3f _Route2GateText2
22:6b7b _ViridianForestEntranceText1
22:6bbe _ViridianForestEntranceText2
22:6bfe _MtMoonPokecenterText1
22:6c3c _MtMoonPokecenterText3
22:6c89 _MagikarpSalesmanText1
22:6cff _MagikarpSalesmanNoText
22:6d2a _MagikarpSalesmanNoMoneyText
22:6d4c _MagikarpSalesmanText2
22:6d6d _MtMoonPokecenterText5
22:6d6f _SaffronGateText_1dfe7
22:6df1 _SaffronGateText_8aaa9
22:6e37 _SaffronGateText_1dff1
22:6ebc _SaffronGateText_1dff6
22:6edd _DayCareIntroText
22:6f1c _DayCareWhichMonText
22:6f38 _DayCareWillLookAfterMonText
22:6f61 _DayCareComeSeeMeInAWhileText
22:6f7a _DayCareMonHasGrownText
22:6fc5 _DayCareOweMoneyText
22:6ff6 _DayCareGotMonBackText
22:7009 _DayCareMonNeedsMoreTimeText
23:4000 _DayCareAllRightThenText
23:4013 _DayCareComeAgainText
23:4020 _DayCareNoRoomForMonText
23:4041 _DayCareOnlyHaveOneMonText
23:4063 _DayCareCantAcceptMonWithHMText
23:4090 _DayCareHeresYourMonText
23:40ad _DayCareNotEnoughMoneyText
23:40cb _UndergrdTunnelEntRoute6Text1
23:40ff _UndergroundPathEntRoute7Text1
23:4132 _UGPathRoute7EntranceUnusedText_5d773
23:4195 _UGPathRoute7EntranceUnusedText_5d778
23:41c8 _UGPathRoute7EntranceUnusedText_5d77d
23:4209 _UGPathRoute7EntranceUnusedText_5d782
23:428d _RandTrainerNotReady
23:431c _RandTrainerIntro
23:437e _RandTrainerChallenge
23:438f _RandTrainerBye
23:439c _RandTrainerPre
23:43ae _RandTrainerPost
23:43c2 _UndergroundPathEntRoute8Text1
23:43f5 _RockTunnelPokecenterText2
23:444b _RockTunnelPokecenterText3
23:446f _RockTunnel1BattleText1
23:4492 _RockTunnel1EndBattleText1
23:44a1 _RockTunnel1AfterBattleText1
23:44d1 _RockTunnel1BattleText2
23:44f0 _RockTunnel1EndBattleText2
23:451d _RockTunnel1AfterBattleText2
23:455c _RockTunnel1BattleText3
23:458e _RockTunnel1EndBattleText3
23:4597 _RockTunnel1AfterBattleText3
23:45b7 _RockTunnel1BattleText4
23:45cf _RockTunnel1EndBattleText4
23:45db _RockTunnel1AfterBattleText4
23:45fe _RockTunnel1BattleText5
23:4629 _RockTunnel1EndBattleText5
23:463b _RockTunnel1AfterBattleText5
23:465b _RockTunnel1BattleText6
23:4676 _RockTunnel1EndBattleText6
23:4687 _RockTunnel1AfterBattleText6
23:46a6 _RockTunnel1BattleText7
23:46c2 _RockTunnel1EndBattleText7
23:46d2 _RockTunnel1AfterBattleText7
23:46ec _RockTunnel1Text8
23:4717 _VoltorbBattleText
23:471f _ZapdosBattleText
23:4728 _Route11GateText1
23:47be _Route11GateUpstairsText_494a3
23:4850 _BinocularsSnorlaxText
23:488d _BinocularsNoSnorlaxText
23:48c0 _Route11GateUpstairsText_494d5
23:492e _DiglettsCaveEntRoute11Text1
23:497f _Route12GateText1
23:49a0 _TM39PreReceiveText
23:49fb _ReceivedTM39Text
23:4a0e _TM39ExplanationText
23:4a71 _TM39NoRoomText
23:4a8f _Route12GateUpstairsText_495b8
23:4abb _Route12GateUpstairsText_495c4
23:4ae8 _Route12HouseText_564c0
23:4b35 _Route12HouseText_564c5
23:4bb6 _Route12HouseText_564ca
23:4c08 _Route12HouseText_564cf
23:4c29 _Route12HouseText_564d4
23:4c53 _Route12HouseText_564d9
23:4c8e _Route15GateText1
23:4cc7 _Route15GateUpstairsText_4968c
23:4d80 _Route15GateUpstairsText_49698
23:4dbb _Route16GateText_49777
23:4de8 _Route16GateText_4977c
23:4e29 _Route16GateText_49781
23:4e45 _Route16GateText2
23:4e64 _Route16GateUpstairsText_49820
23:4e8e _Route16GateUpstairsText_4982f
